Received data from command line argument, length: 955
<<<<<<<<<<<<<<<<  ID: 8fb43a20cfbc  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.221, 1.421
INFO [ParseReceivedData][1875] oblslot[6]: 0.221, 0.421
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.421
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.850
INFO [ParseReceivedData][1875] oblslot[6]: 1.483, -4.850
INFO [ParseReceivedData][1875] oblslot[6]: 1.483, -5.350
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.695 -1.242 3.125
INFO [ParseReceivedData][1993] end: -0.498 -1.689 3.249
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.375ms
INFO [HybridAStarPlan][2231] 1_result: 1   (18)
INFO [HybridAStarPlan][2298] path send success 19
INFO [HybridAStarPlan][2315] traj: [0]	 x:2.695	 y:-1.225	 phi:179.021
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.995	 y:-1.227	 phi:-179.945
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.295	 y:-1.224	 phi:-178.911
INFO [HybridAStarPlan][2315] traj: [3]	 x:3.595	 y:-1.218	 phi:-179.147
INFO [HybridAStarPlan][2315] traj: [4]	 x:3.295	 y:-1.225	 phi:-178.113
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.996	 y:-1.238	 phi:-177.040
INFO [HybridAStarPlan][2315] traj: [6]	 x:2.696	 y:-1.256	 phi:-175.967
INFO [HybridAStarPlan][2315] traj: [7]	 x:2.397	 y:-1.280	 phi:-174.894
INFO [HybridAStarPlan][2315] traj: [8]	 x:2.099	 y:-1.309	 phi:-173.821
INFO [HybridAStarPlan][2315] traj: [9]	 x:1.801	 y:-1.344	 phi:-172.748
INFO [HybridAStarPlan][2315] traj: [10]	 x:1.504	 y:-1.385	 phi:-171.676
INFO [HybridAStarPlan][2315] traj: [11]	 x:1.207	 y:-1.431	 phi:-170.603
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.911	 y:-1.481	 phi:-170.492
INFO [HybridAStarPlan][2315] traj: [13]	 x:0.615	 y:-1.530	 phi:-170.492
INFO [HybridAStarPlan][2315] traj: [14]	 x:0.319	 y:-1.579	 phi:-170.873
INFO [HybridAStarPlan][2315] traj: [15]	 x:0.023	 y:-1.624	 phi:-171.946
INFO [HybridAStarPlan][2315] traj: [16]	 x:-0.275	 y:-1.664	 phi:-173.019
INFO [HybridAStarPlan][2315] traj: [17]	 x:-0.498	 y:-1.689	 phi:-173.823

