Received data from command line argument, length: 1022
<<<<<<<<<<<<<<<<  ID: ce33dd5b412e  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -11  xmax: 5  ymin: -8  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 1.200
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.710
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.710
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.210
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.254 3.142
INFO [ParseReceivedData][1993] end: -1.142 -5.005 2.095
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.703ms
INFO [HybridAStarPlan][2231] 1_result: 1   (43)
INFO [HybridAStarPlan][2298] path send success 45
INFO [HybridAStarPlan][2315] traj: [0]	 x:-0.803	 y:-1.254	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:-0.503	 y:-1.252	 phi:-178.213
INFO [HybridAStarPlan][2315] traj: [2]	 x:-0.803	 y:-1.251	 phi:178.068
INFO [HybridAStarPlan][2315] traj: [3]	 x:-1.102	 y:-1.232	 phi:174.349
INFO [HybridAStarPlan][2315] traj: [4]	 x:-1.400	 y:-1.192	 phi:170.629
INFO [HybridAStarPlan][2315] traj: [5]	 x:-1.694	 y:-1.134	 phi:166.910
INFO [HybridAStarPlan][2315] traj: [6]	 x:-1.984	 y:-1.057	 phi:163.191
INFO [HybridAStarPlan][2315] traj: [7]	 x:-2.268	 y:-0.961	 phi:159.472
INFO [HybridAStarPlan][2315] traj: [8]	 x:-2.545	 y:-0.846	 phi:155.753
INFO [HybridAStarPlan][2315] traj: [9]	 x:-2.814	 y:-0.714	 phi:152.033
INFO [HybridAStarPlan][2315] traj: [10]	 x:-3.075	 y:-0.565	 phi:148.314
INFO [HybridAStarPlan][2315] traj: [11]	 x:-3.325	 y:-0.399	 phi:144.595
INFO [HybridAStarPlan][2315] traj: [12]	 x:-3.563	 y:-0.218	 phi:140.876
INFO [HybridAStarPlan][2315] traj: [13]	 x:-3.790	 y:-0.021	 phi:137.157
INFO [HybridAStarPlan][2315] traj: [14]	 x:-4.003	 y:0.190	 phi:133.437
INFO [HybridAStarPlan][2315] traj: [15]	 x:-4.202	 y:0.414	 phi:129.718
INFO [HybridAStarPlan][2315] traj: [16]	 x:-4.386	 y:0.651	 phi:125.999
INFO [HybridAStarPlan][2315] traj: [17]	 x:-4.554	 y:0.899	 phi:122.280
INFO [HybridAStarPlan][2315] traj: [18]	 x:-4.708	 y:1.157	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [19]	 x:-4.557	 y:0.898	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [20]	 x:-4.407	 y:0.638	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [21]	 x:-4.257	 y:0.378	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [22]	 x:-4.107	 y:0.119	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.956	 y:-0.141	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.806	 y:-0.401	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.656	 y:-0.660	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.506	 y:-0.920	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.355	 y:-1.180	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [28]	 x:-3.205	 y:-1.439	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [29]	 x:-3.055	 y:-1.699	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [30]	 x:-2.905	 y:-1.959	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [31]	 x:-2.754	 y:-2.218	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [32]	 x:-2.604	 y:-2.478	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [33]	 x:-2.454	 y:-2.738	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [34]	 x:-2.304	 y:-2.997	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [35]	 x:-2.153	 y:-3.257	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [36]	 x:-2.003	 y:-3.517	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [37]	 x:-1.853	 y:-3.776	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [38]	 x:-1.703	 y:-4.036	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [39]	 x:-1.552	 y:-4.296	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [40]	 x:-1.402	 y:-4.555	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [41]	 x:-1.252	 y:-4.815	 phi:120.058
INFO [HybridAStarPlan][2315] traj: [42]	 x:-1.142	 y:-5.005	 phi:120.058

