Received data from command line argument, length: 735
<<<<<<<<<<<<<<<<  ID: fa2c6a62064b  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -11  xmax: 5  ymin: -7  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 1.200
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.692
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.692
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.192
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.245 3.142
INFO [ParseReceivedData][1993] end: -0.694 -4.460 2.096
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.704ms
INFO [HybridAStarPlan][2231] 1_result: 1   (46)
INFO [HybridAStarPlan][2298] path send success 48
INFO [HybridAStarPlan][2315] traj: [0]	 x:-0.803	 y:-1.245	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:-0.503	 y:-1.245	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:-0.203	 y:-1.245	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:0.097	 y:-1.245	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:0.397	 y:-1.236	 phi:-176.351
INFO [HybridAStarPlan][2315] traj: [5]	 x:0.097	 y:-1.245	 phi:179.930
INFO [HybridAStarPlan][2315] traj: [6]	 x:-0.203	 y:-1.235	 phi:176.211
INFO [HybridAStarPlan][2315] traj: [7]	 x:-0.501	 y:-1.205	 phi:172.491
INFO [HybridAStarPlan][2315] traj: [8]	 x:-0.797	 y:-1.157	 phi:168.772
INFO [HybridAStarPlan][2315] traj: [9]	 x:-1.089	 y:-1.089	 phi:165.053
INFO [HybridAStarPlan][2315] traj: [10]	 x:-1.377	 y:-1.002	 phi:161.334
INFO [HybridAStarPlan][2315] traj: [11]	 x:-1.657	 y:-0.897	 phi:157.615
INFO [HybridAStarPlan][2315] traj: [12]	 x:-1.931	 y:-0.774	 phi:153.895
INFO [HybridAStarPlan][2315] traj: [13]	 x:-2.196	 y:-0.633	 phi:150.176
INFO [HybridAStarPlan][2315] traj: [14]	 x:-2.451	 y:-0.475	 phi:146.457
