Received data from command line argument, length: 907
<<<<<<<<<<<<<<<<  ID: c31b779770ae  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 6
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.440, 1.204
INFO [ParseReceivedData][1875] oblslot[6]: 0.440, 0.204
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.204
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -3.371
INFO [ParseReceivedData][1875] oblslot[6]: 0.006, -3.371
INFO [ParseReceivedData][1875] oblslot[6]: 0.006, -3.871
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.227 3.139
INFO [ParseReceivedData][1993] end: -3.796 -2.656 3.384
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.013ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.587ms
INFO [HybridAStarPlan][2231] 1_result: 1   (27)
INFO [HybridAStarPlan][2298] path send success 28
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.227	 phi:179.846
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.497	 y:-1.229	 phi:178.839
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.197	 y:-1.227	 phi:-179.543
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.897	 y:-1.234	 phi:-177.924
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.597	 y:-1.249	 phi:-176.306
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.298	 y:-1.272	 phi:-174.688
INFO [HybridAStarPlan][2315] traj: [6]	 x:2.000	 y:-1.304	 phi:-173.070
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.703	 y:-1.345	 phi:-171.451
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.407	 y:-1.394	 phi:-169.833
INFO [HybridAStarPlan][2315] traj: [9]	 x:1.112	 y:-1.451	 phi:-168.215
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.819	 y:-1.516	 phi:-166.597
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.528	 y:-1.588	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.237	 y:-1.660	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.054	 y:-1.732	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.346	 y:-1.804	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.637	 y:-1.875	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [16]	 x:-0.928	 y:-1.947	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.219	 y:-2.019	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.511	 y:-2.091	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [19]	 x:-1.802	 y:-2.163	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.093	 y:-2.235	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.384	 y:-2.307	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [22]	 x:-2.676	 y:-2.379	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [23]	 x:-2.967	 y:-2.451	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.258	 y:-2.523	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.549	 y:-2.595	 phi:-166.128
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.796	 y:-2.656	 phi:-166.128

