Received data from command line argument, length: 454
<<<<<<<<<<<<<<<<  ID: a3222898aaae  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.193, 1.074
INFO [ParseReceivedData][1875] oblslot[6]: -1.193, 0.074
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.074
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.721
INFO [ParseReceivedData][1875] oblslot[6]: 1.153, -2.721
INFO [ParseReceivedData][1875] oblslot[6]: 1.153, -3.221
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.297 3.161
INFO [ParseReceivedData][1993] end: -4.638 2.020 2.080
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.013ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.442ms
INFO [HybridAStarPlan][2231] 1_result: 1   (25)
INFO [HybridAStarPlan][2298] path send success 26
INFO [HybridAStarPlan][2315] traj: [0]	 x:-0.803	 y:-1.373	 phi:-178.911
INFO [HybridAStarPlan][2315] traj: [1]	 x:-0.503	 y:-1.368	 phi:-178.911
INFO [HybridAStarPlan][2315] traj: [2]	 x:-0.203	 y:-1.362	 phi:-178.911
INFO [HybridAStarPlan][2315] traj: [3]	 x:0.097	 y:-1.356	 phi:-178.318
INFO [HybridAStarPlan][2315] traj: [4]	 x:-0.203	 y:-1.355	 phi:177.964
INFO [HybridAStarPlan][2315] traj: [5]	 x:-0.502	 y:-1.335	 phi:174.244
INFO [HybridAStarPlan][2315] traj: [6]	 x:-0.800	 y:-1.295	 phi:170.525
INFO [HybridAStarPlan][2315] traj: [7]	 x:-1.094	 y:-1.236	 phi:166.806
INFO [HybridAStarPlan][2315] traj: [8]	 x:-1.383	 y:-1.158	 phi:163.087
INFO [HybridAStarPlan][2315] traj: [9]	 x:-1.667	 y:-1.062	 phi:159.368
INFO [HybridAStarPlan][2315] traj: [10]	 x:-1.945	 y:-0.947	 phi:155.648
INFO [HybridAStarPlan][2315] traj: [11]	 x:-2.214	 y:-0.814	 phi:151.929
INFO [HybridAStarPlan][2315] traj: [12]	 x:-2.474	 y:-0.665	 phi:148.210
INFO [HybridAStarPlan][2315] traj: [13]	 x:-2.723	 y:-0.498	 phi:144.491
INFO [HybridAStarPlan][2315] traj: [14]	 x:-2.962	 y:-0.316	 phi:140.772
INFO [HybridAStarPlan][2315] traj: [15]	 x:-3.188	 y:-0.119	 phi:137.052
INFO [HybridAStarPlan][2315] traj: [16]	 x:-3.401	 y:0.092	 phi:133.333
INFO [HybridAStarPlan][2315] traj: [17]	 x:-3.599	 y:0.317	 phi:129.614
INFO [HybridAStarPlan][2315] traj: [18]	 x:-3.783	 y:0.554	 phi:125.895
INFO [HybridAStarPlan][2315] traj: [19]	 x:-3.951	 y:0.803	 phi:122.176
INFO [HybridAStarPlan][2315] traj: [20]	 x:-4.102	 y:1.061	 phi:119.181
INFO [HybridAStarPlan][2315] traj: [21]	 x:-4.249	 y:1.323	 phi:119.181
INFO [HybridAStarPlan][2315] traj: [22]	 x:-4.395	 y:1.585	 phi:119.181
INFO [HybridAStarPlan][2315] traj: [23]	 x:-4.541	 y:1.847	 phi:119.181
INFO [HybridAStarPlan][2315] traj: [24]	 x:-4.638	 y:2.020	 phi:119.181

