Received data from command line argument, length: 641
<<<<<<<<<<<<<<<<  ID: b086fde6f323  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.139, 1.251
INFO [ParseReceivedData][1875] oblslot[6]: -1.139, 0.251
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.251
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -3.517
INFO [ParseReceivedData][1875] oblslot[6]: 1.520, -3.517
INFO [ParseReceivedData][1875] oblslot[6]: 1.520, -4.017
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.696 -1.220 3.158
INFO [ParseReceivedData][1993] end: -0.484 -1.219 2.974
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.714ms
INFO [HybridAStarPlan][2231] 1_result: 1   (18)
INFO [HybridAStarPlan][2298] path send success 19
INFO [HybridAStarPlan][2315] traj: [0]	 x:2.696	 y:-1.236	 phi:-179.060
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.996	 y:-1.227	 phi:-177.442
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.296	 y:-1.210	 phi:-175.824
INFO [HybridAStarPlan][2315] traj: [3]	 x:3.595	 y:-1.190	 phi:-177.085
INFO [HybridAStarPlan][2315] traj: [4]	 x:3.296	 y:-1.210	 phi:-175.467
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.997	 y:-1.236	 phi:-174.791
INFO [HybridAStarPlan][2315] traj: [6]	 x:2.698	 y:-1.264	 phi:-174.791
INFO [HybridAStarPlan][2315] traj: [7]	 x:2.399	 y:-1.291	 phi:-174.791
INFO [HybridAStarPlan][2315] traj: [8]	 x:2.100	 y:-1.318	 phi:-174.791
INFO [HybridAStarPlan][2315] traj: [9]	 x:1.801	 y:-1.341	 phi:-176.502
INFO [HybridAStarPlan][2315] traj: [10]	 x:1.502	 y:-1.355	 phi:-178.217
INFO [HybridAStarPlan][2315] traj: [11]	 x:1.202	 y:-1.359	 phi:-179.933
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.902	 y:-1.355	 phi:178.352
INFO [HybridAStarPlan][2315] traj: [13]	 x:0.602	 y:-1.342	 phi:176.637
INFO [HybridAStarPlan][2315] traj: [14]	 x:0.303	 y:-1.320	 phi:174.922
INFO [HybridAStarPlan][2315] traj: [15]	 x:0.004	 y:-1.289	 phi:173.207
INFO [HybridAStarPlan][2315] traj: [16]	 x:-0.293	 y:-1.249	 phi:171.492
INFO [HybridAStarPlan][2315] traj: [17]	 x:-0.484	 y:-1.219	 phi:170.386

