Received data from command line argument, length: 874
<<<<<<<<<<<<<<<<  ID: 7299eb4278c1  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 4
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.623, 1.184
INFO [ParseReceivedData][1875] oblslot[6]: 0.623, 0.184
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.184
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -5.987
INFO [ParseReceivedData][1875] oblslot[6]: 0.970, -5.987
INFO [ParseReceivedData][1875] oblslot[6]: 0.970, -6.487
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.195 -1.230 3.120
INFO [ParseReceivedData][1993] end: -1.964 -1.861 3.260
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.016ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.604ms
INFO [HybridAStarPlan][2231] 1_result: 1   (21)
INFO [HybridAStarPlan][2298] path send success 22
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.195	 y:-1.230	 phi:178.763
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.495	 y:-1.235	 phi:178.585
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.195	 y:-1.231	 phi:179.619
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.895	 y:-1.231	 phi:-179.309
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.596	 y:-1.238	 phi:-178.236
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.296	 y:-1.250	 phi:-177.163
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.996	 y:-1.267	 phi:-176.090
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.697	 y:-1.291	 phi:-175.017
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.399	 y:-1.320	 phi:-173.945
INFO [HybridAStarPlan][2315] traj: [9]	 x:1.101	 y:-1.354	 phi:-172.872
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.803	 y:-1.394	 phi:-171.799
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.507	 y:-1.440	 phi:-170.726
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.211	 y:-1.491	 phi:-169.653
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.084	 y:-1.546	 phi:-169.399
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.379	 y:-1.601	 phi:-169.399
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.673	 y:-1.656	 phi:-169.399
INFO [HybridAStarPlan][2315] traj: [16]	 x:-0.968	 y:-1.711	 phi:-169.645
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.264	 y:-1.762	 phi:-170.718
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.560	 y:-1.808	 phi:-171.791
INFO [HybridAStarPlan][2315] traj: [19]	 x:-1.858	 y:-1.848	 phi:-172.863
INFO [HybridAStarPlan][2315] traj: [20]	 x:-1.964	 y:-1.861	 phi:-173.245

