Received data from command line argument, length: 922
<<<<<<<<<<<<<<<<  ID: 7d2ddc775255  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -11  xmax: 5  ymin: -8  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 1.200
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.747
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.747
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.247
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.273 3.142
INFO [ParseReceivedData][1993] end: -0.742 -5.150 2.111
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.982ms
INFO [HybridAStarPlan][2231] 1_result: 1   (45)
INFO [HybridAStarPlan][2298] path send success 47
INFO [HybridAStarPlan][2315] traj: [0]	 x:-0.803	 y:-1.273	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:-0.503	 y:-1.273	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:-0.203	 y:-1.266	 phi:-176.920
INFO [HybridAStarPlan][2315] traj: [3]	 x:-0.503	 y:-1.273	 phi:179.361
INFO [HybridAStarPlan][2315] traj: [4]	 x:-0.803	 y:-1.260	 phi:175.641
INFO [HybridAStarPlan][2315] traj: [5]	 x:-1.101	 y:-1.227	 phi:171.922
INFO [HybridAStarPlan][2315] traj: [6]	 x:-1.396	 y:-1.175	 phi:168.203
INFO [HybridAStarPlan][2315] traj: [7]	 x:-1.688	 y:-1.105	 phi:164.484
INFO [HybridAStarPlan][2315] traj: [8]	 x:-1.974	 y:-1.015	 phi:160.765
INFO [HybridAStarPlan][2315] traj: [9]	 x:-2.254	 y:-0.907	 phi:157.045
INFO [HybridAStarPlan][2315] traj: [10]	 x:-2.526	 y:-0.781	 phi:153.326
INFO [HybridAStarPlan][2315] traj: [11]	 x:-2.790	 y:-0.638	 phi:149.607
INFO [HybridAStarPlan][2315] traj: [12]	 x:-3.043	 y:-0.478	 phi:145.888
INFO [HybridAStarPlan][2315] traj: [13]	 x:-3.286	 y:-0.302	 phi:142.169
INFO [HybridAStarPlan][2315] traj: [14]	 x:-3.517	 y:-0.110	 phi:138.449
INFO [HybridAStarPlan][2315] traj: [15]	 x:-3.735	 y:0.096	 phi:134.730
INFO [HybridAStarPlan][2315] traj: [16]	 x:-3.939	 y:0.316	 phi:131.011
INFO [HybridAStarPlan][2315] traj: [17]	 x:-4.128	 y:0.548	 phi:127.292
INFO [HybridAStarPlan][2315] traj: [18]	 x:-4.302	 y:0.793	 phi:123.573
INFO [HybridAStarPlan][2315] traj: [19]	 x:-4.461	 y:1.048	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [20]	 x:-4.306	 y:0.790	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [21]	 x:-4.152	 y:0.533	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.997	 y:0.276	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.843	 y:0.019	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.689	 y:-0.239	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.534	 y:-0.496	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.380	 y:-0.753	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.226	 y:-1.010	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [28]	 x:-3.071	 y:-1.268	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [29]	 x:-2.917	 y:-1.525	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [30]	 x:-2.763	 y:-1.782	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [31]	 x:-2.608	 y:-2.039	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [32]	 x:-2.454	 y:-2.297	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [33]	 x:-2.300	 y:-2.554	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [34]	 x:-2.145	 y:-2.811	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [35]	 x:-1.991	 y:-3.068	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [36]	 x:-1.837	 y:-3.326	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [37]	 x:-1.682	 y:-3.583	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [38]	 x:-1.528	 y:-3.840	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [39]	 x:-1.374	 y:-4.097	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [40]	 x:-1.219	 y:-4.355	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [41]	 x:-1.065	 y:-4.612	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [42]	 x:-0.911	 y:-4.869	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [43]	 x:-0.756	 y:-5.126	 phi:120.963
INFO [HybridAStarPlan][2315] traj: [44]	 x:-0.742	 y:-5.150	 phi:120.963

