Received data from command line argument, length: 498
<<<<<<<<<<<<<<<<  ID: 71b75ef2971b  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 1.169
INFO [ParseReceivedData][1875] oblslot[6]: -1.000, 0.169
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.169
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -3.479
INFO [ParseReceivedData][1875] oblslot[6]: 0.201, -3.479
INFO [ParseReceivedData][1875] oblslot[6]: 0.201, -3.979
INFO [ParseReceivedData][1990] slot_type: 3
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.290 3.131
INFO [ParseReceivedData][1993] end: -5.635 1.700 2.131
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.015ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.249ms
INFO [HybridAStarPlan][2231] 1_result: 0   (0)
INFO [GenerateDpMap][194] map explored node: 3135
INFO [Plan][681] map time: 64ms
INFO [Plan][746] explored_node_num:112
INFO [Plan][747] heuristic time is 2.126ms.
INFO [Plan][748] reed shepp time is 1.765ms.
INFO [Plan][749] total time: 74ms
INFO [HybridAStarPlan][2243] 2_result: 1   (34)
INFO [HybridAStarPlan][2298] path send success 34
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.290	 phi:179.365
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.287	 phi:-178.552
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.597	 y:-1.294	 phi:-179.225
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.297	 y:-1.299	 phi:177.056
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.997	 y:-1.283	 phi:-177.094
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.698	 y:-1.298	 phi:-177.767
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.398	 y:-1.310	 phi:-178.439
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.098	 y:-1.318	 phi:-172.590
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.799	 y:-1.347	 phi:-176.309
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.500	 y:-1.357	 phi:179.972
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.200	 y:-1.347	 phi:176.253
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.099	 y:-1.318	 phi:172.534
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.395	 y:-1.269	 phi:168.815
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.687	 y:-1.201	 phi:165.096
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.974	 y:-1.115	 phi:161.376
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.255	 y:-1.010	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.534	 y:-0.898	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.812	 y:-0.787	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.091	 y:-0.675	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.369	 y:-0.564	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.647	 y:-0.452	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.926	 y:-0.340	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.204	 y:-0.229	 phi:158.159
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.483	 y:-0.117	 phi:157.575
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.756	 y:0.006	 phi:153.856
INFO [HybridAStarPlan][2315] traj: [25]	 x:-4.021	 y:0.147	 phi:150.137
INFO [HybridAStarPlan][2315] traj: [26]	 x:-4.276	 y:0.305	 phi:146.418
INFO [HybridAStarPlan][2315] traj: [27]	 x:-4.520	 y:0.479	 phi:142.698
INFO [HybridAStarPlan][2315] traj: [28]	 x:-4.753	 y:0.668	 phi:138.979
INFO [HybridAStarPlan][2315] traj: [29]	 x:-4.973	 y:0.872	 phi:135.260
INFO [HybridAStarPlan][2315] traj: [30]	 x:-5.179	 y:1.090	 phi:131.541
INFO [HybridAStarPlan][2315] traj: [31]	 x:-5.370	 y:1.321	 phi:127.822
INFO [HybridAStarPlan][2315] traj: [32]	 x:-5.547	 y:1.564	 phi:124.102
INFO [HybridAStarPlan][2315] traj: [33]	 x:-5.635	 y:1.700	 phi:122.086

