Received data from command line argument, length: 756
<<<<<<<<<<<<<<<<  ID: f0bc530f2008  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 3  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -0.226, 0.743
INFO [ParseReceivedData][1875] oblslot[6]: -0.226, -0.257
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -0.257
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.713
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.713
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.213
INFO [ParseReceivedData][1889] oblradar[3]: -8.429, 1.191
INFO [ParseReceivedData][1889] oblradar[3]: -8.566, 0.339
INFO [ParseReceivedData][1889] oblradar[3]: -8.660, -0.538
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.201 -1.652 3.152
INFO [ParseReceivedData][1993] end: -4.087 -1.344 2.698
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.015ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.121ms
INFO [HybridAStarPlan][2231] 1_result: 1   (48)
INFO [HybridAStarPlan][2298] path send success 50
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.201	 y:-1.652	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.901	 y:-1.655	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.601	 y:-1.658	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.301	 y:-1.661	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.001	 y:-1.664	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.701	 y:-1.667	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.401	 y:-1.670	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.101	 y:-1.673	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.801	 y:-1.676	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.501	 y:-1.680	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.201	 y:-1.683	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.099	 y:-1.686	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.399	 y:-1.689	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.699	 y:-1.692	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.999	 y:-1.695	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.299	 y:-1.698	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.599	 y:-1.701	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.899	 y:-1.704	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.199	 y:-1.707	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.499	 y:-1.710	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.799	 y:-1.713	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [21]	 x:-3.099	 y:-1.716	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.399	 y:-1.719	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.699	 y:-1.722	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.999	 y:-1.725	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [25]	 x:-4.299	 y:-1.729	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [26]	 x:-4.598	 y:-1.732	 phi:-179.415
INFO [HybridAStarPlan][2315] traj: [27]	 x:-4.898	 y:-1.735	 phi:-178.789
INFO [HybridAStarPlan][2315] traj: [28]	 x:-4.598	 y:-1.736	 phi:178.615
INFO [HybridAStarPlan][2315] traj: [29]	 x:-4.299	 y:-1.750	 phi:176.019
INFO [HybridAStarPlan][2315] traj: [30]	 x:-4.000	 y:-1.777	 phi:173.423
INFO [HybridAStarPlan][2315] traj: [31]	 x:-3.703	 y:-1.818	 phi:170.828
INFO [HybridAStarPlan][2315] traj: [32]	 x:-3.408	 y:-1.873	 phi:168.232
INFO [HybridAStarPlan][2315] traj: [33]	 x:-3.116	 y:-1.941	 phi:165.636
INFO [HybridAStarPlan][2315] traj: [34]	 x:-2.827	 y:-2.022	 phi:163.040
INFO [HybridAStarPlan][2315] traj: [35]	 x:-2.542	 y:-2.116	 phi:160.444
INFO [HybridAStarPlan][2315] traj: [36]	 x:-2.262	 y:-2.222	 phi:157.848
INFO [HybridAStarPlan][2315] traj: [37]	 x:-1.987	 y:-2.342	 phi:155.252
INFO [HybridAStarPlan][2315] traj: [38]	 x:-1.715	 y:-2.470	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [39]	 x:-1.986	 y:-2.341	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [40]	 x:-2.257	 y:-2.213	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [41]	 x:-2.528	 y:-2.084	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [42]	 x:-2.799	 y:-1.955	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [43]	 x:-3.070	 y:-1.827	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [44]	 x:-3.341	 y:-1.698	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [45]	 x:-3.612	 y:-1.569	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [46]	 x:-3.883	 y:-1.441	 phi:154.601
INFO [HybridAStarPlan][2315] traj: [47]	 x:-4.087	 y:-1.344	 phi:154.601

