Received data from command line argument, length: 886
<<<<<<<<<<<<<<<<  ID: b73168c7070c  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 3.300
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 2.300
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 2.300
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.476
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.476
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -2.976
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.037 3.142
INFO [ParseReceivedData][1993] end: -1.617 -1.985 1.537
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.422ms
INFO [HybridAStarPlan][2231] 1_result: 1   (35)
INFO [HybridAStarPlan][2298] path send success 36
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.597	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.297	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.997	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.697	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.397	 y:-1.037	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.097	 y:-1.034	 phi:178.025
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.798	 y:-1.014	 phi:174.306
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.500	 y:-0.975	 phi:170.587
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.206	 y:-0.916	 phi:166.868
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.083	 y:-0.839	 phi:163.148
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.368	 y:-0.742	 phi:159.429
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.645	 y:-0.628	 phi:155.710
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.914	 y:-0.496	 phi:151.991
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.174	 y:-0.346	 phi:148.272
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.424	 y:-0.180	 phi:144.552
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.663	 y:0.001	 phi:140.833
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.889	 y:0.198	 phi:137.114
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.102	 y:0.409	 phi:133.395
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.301	 y:0.634	 phi:129.676
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.485	 y:0.871	 phi:125.956
INFO [HybridAStarPlan][2315] traj: [22]	 x:-2.668	 y:1.109	 phi:129.470
INFO [HybridAStarPlan][2315] traj: [23]	 x:-2.485	 y:0.871	 phi:125.751
INFO [HybridAStarPlan][2315] traj: [24]	 x:-2.317	 y:0.622	 phi:122.032
INFO [HybridAStarPlan][2315] traj: [25]	 x:-2.167	 y:0.363	 phi:118.313
INFO [HybridAStarPlan][2315] traj: [26]	 x:-2.033	 y:0.094	 phi:114.593
INFO [HybridAStarPlan][2315] traj: [27]	 x:-1.917	 y:-0.183	 phi:110.874
INFO [HybridAStarPlan][2315] traj: [28]	 x:-1.819	 y:-0.466	 phi:107.155
INFO [HybridAStarPlan][2315] traj: [29]	 x:-1.740	 y:-0.755	 phi:103.436
INFO [HybridAStarPlan][2315] traj: [30]	 x:-1.680	 y:-1.049	 phi:99.717
INFO [HybridAStarPlan][2315] traj: [31]	 x:-1.639	 y:-1.346	 phi:95.997
INFO [HybridAStarPlan][2315] traj: [32]	 x:-1.618	 y:-1.646	 phi:92.278
INFO [HybridAStarPlan][2315] traj: [33]	 x:-1.615	 y:-1.946	 phi:88.559
INFO [HybridAStarPlan][2315] traj: [34]	 x:-1.617	 y:-1.985	 phi:88.069

