Received data from command line argument, length: 1153
<<<<<<<<<<<<<<<<  ID: 531d4699a21b  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 1.200
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -3.324
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -3.324
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -3.824
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.161 3.142
INFO [ParseReceivedData][1993] end: -2.949 -0.561 0.995
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 3.326ms
INFO [HybridAStarPlan][2231] 1_result: 1   (37)
INFO [HybridAStarPlan][2298] path send success 39
INFO [HybridAStarPlan][2315] traj: [0]	 x:-0.803	 y:-1.161	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:-1.103	 y:-1.151	 phi:176.281
INFO [HybridAStarPlan][2315] traj: [2]	 x:-1.401	 y:-1.122	 phi:172.562
INFO [HybridAStarPlan][2315] traj: [3]	 x:-1.697	 y:-1.074	 phi:168.843
INFO [HybridAStarPlan][2315] traj: [4]	 x:-1.990	 y:-1.006	 phi:165.124
INFO [HybridAStarPlan][2315] traj: [5]	 x:-2.277	 y:-0.920	 phi:161.405
INFO [HybridAStarPlan][2315] traj: [6]	 x:-2.558	 y:-0.815	 phi:157.685
INFO [HybridAStarPlan][2315] traj: [7]	 x:-2.831	 y:-0.692	 phi:153.966
INFO [HybridAStarPlan][2315] traj: [8]	 x:-3.097	 y:-0.552	 phi:150.247
INFO [HybridAStarPlan][2315] traj: [9]	 x:-3.352	 y:-0.395	 phi:146.528
INFO [HybridAStarPlan][2315] traj: [10]	 x:-3.597	 y:-0.221	 phi:142.809
INFO [HybridAStarPlan][2315] traj: [11]	 x:-3.830	 y:-0.032	 phi:139.089
INFO [HybridAStarPlan][2315] traj: [12]	 x:-4.050	 y:0.172	 phi:135.370
INFO [HybridAStarPlan][2315] traj: [13]	 x:-4.256	 y:0.389	 phi:131.651
INFO [HybridAStarPlan][2315] traj: [14]	 x:-4.448	 y:0.620	 phi:127.932
INFO [HybridAStarPlan][2315] traj: [15]	 x:-4.630	 y:0.858	 phi:128.338
INFO [HybridAStarPlan][2315] traj: [16]	 x:-4.451	 y:0.617	 phi:124.619
INFO [HybridAStarPlan][2315] traj: [17]	 x:-4.289	 y:0.365	 phi:120.900
INFO [HybridAStarPlan][2315] traj: [18]	 x:-4.144	 y:0.103	 phi:117.181
INFO [HybridAStarPlan][2315] traj: [19]	 x:-4.015	 y:-0.168	 phi:113.462
INFO [HybridAStarPlan][2315] traj: [20]	 x:-3.905	 y:-0.447	 phi:109.742
INFO [HybridAStarPlan][2315] traj: [21]	 x:-3.813	 y:-0.733	 phi:106.023
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.739	 y:-1.023	 phi:102.304
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.685	 y:-1.318	 phi:98.585
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.650	 y:-1.616	 phi:94.866
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.634	 y:-1.916	 phi:91.146
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.638	 y:-2.216	 phi:87.427
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.661	 y:-2.515	 phi:83.708
INFO [HybridAStarPlan][2315] traj: [28]	 x:-3.688	 y:-2.814	 phi:86.711
INFO [HybridAStarPlan][2315] traj: [29]	 x:-3.661	 y:-2.515	 phi:82.992
INFO [HybridAStarPlan][2315] traj: [30]	 x:-3.615	 y:-2.219	 phi:79.273
INFO [HybridAStarPlan][2315] traj: [31]	 x:-3.549	 y:-1.926	 phi:75.554
INFO [HybridAStarPlan][2315] traj: [32]	 x:-3.465	 y:-1.638	 phi:71.834
INFO [HybridAStarPlan][2315] traj: [33]	 x:-3.362	 y:-1.356	 phi:68.115
INFO [HybridAStarPlan][2315] traj: [34]	 x:-3.242	 y:-1.082	 phi:64.396
INFO [HybridAStarPlan][2315] traj: [35]	 x:-3.103	 y:-0.815	 phi:60.677
INFO [HybridAStarPlan][2315] traj: [36]	 x:-2.949	 y:-0.561	 phi:56.992

