Received data from command line argument, length: 827
<<<<<<<<<<<<<<<<  ID: a6ab10fa1ac4  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -0.000, 2.500
INFO [ParseReceivedData][1875] oblslot[6]: -0.000, 1.500
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 1.501
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.696
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -4.697
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -5.197
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 2.997 -1.097 3.142
INFO [ParseReceivedData][1993] end: -2.802 -0.494 1.899
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.591ms
INFO [HybridAStarPlan][2231] 1_result: 1   (31)
INFO [HybridAStarPlan][2298] path send success 32
INFO [HybridAStarPlan][2315] traj: [0]	 x:2.997	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.697	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.397	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.097	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.797	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.497	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.197	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [7]	 x:0.897	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.597	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.297	 y:-1.097	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [10]	 x:-0.003	 y:-1.090	 phi:176.913
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.302	 y:-1.064	 phi:173.194
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.598	 y:-1.019	 phi:169.475
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.891	 y:-0.955	 phi:165.755
INFO [HybridAStarPlan][2315] traj: [14]	 x:-1.179	 y:-0.872	 phi:162.036
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.462	 y:-0.770	 phi:158.317
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.737	 y:-0.650	 phi:154.598
INFO [HybridAStarPlan][2315] traj: [17]	 x:-2.003	 y:-0.513	 phi:150.879
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.260	 y:-0.358	 phi:147.159
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.507	 y:-0.188	 phi:143.440
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.742	 y:-0.001	 phi:139.721
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.964	 y:0.200	 phi:136.002
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.173	 y:0.415	 phi:132.283
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.368	 y:0.644	 phi:128.563
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.550	 y:0.882	 phi:128.298
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.372	 y:0.640	 phi:124.578
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.210	 y:0.388	 phi:120.859
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.065	 y:0.126	 phi:117.140
INFO [HybridAStarPlan][2315] traj: [28]	 x:-2.937	 y:-0.146	 phi:113.421
INFO [HybridAStarPlan][2315] traj: [29]	 x:-2.826	 y:-0.425	 phi:109.702
INFO [HybridAStarPlan][2315] traj: [30]	 x:-2.802	 y:-0.494	 phi:108.793

