Received data from command line argument, length: 854
<<<<<<<<<<<<<<<<  ID: c5545a37522d  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -0.109, 1.608
INFO [ParseReceivedData][1875] oblslot[6]: -0.109, 0.608
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.608
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.736
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -4.736
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -5.236
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 2.997 -1.117 3.142
INFO [ParseReceivedData][1993] end: -1.836 -2.236 1.600
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.713ms
INFO [HybridAStarPlan][2231] 1_result: 1   (34)
INFO [HybridAStarPlan][2298] path send success 35
INFO [HybridAStarPlan][2315] traj: [0]	 x:2.997	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.697	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.397	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.097	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.797	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.497	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.197	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [7]	 x:0.897	 y:-1.117	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.597	 y:-1.116	 phi:178.985
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.297	 y:-1.101	 phi:175.266
INFO [HybridAStarPlan][2315] traj: [10]	 x:-0.001	 y:-1.067	 phi:171.547
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.296	 y:-1.013	 phi:167.828
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.587	 y:-0.940	 phi:164.109
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.872	 y:-0.849	 phi:160.389
INFO [HybridAStarPlan][2315] traj: [14]	 x:-1.151	 y:-0.739	 phi:156.670
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.423	 y:-0.611	 phi:152.951
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.685	 y:-0.466	 phi:149.232
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.938	 y:-0.305	 phi:145.513
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.180	 y:-0.127	 phi:141.793
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.409	 y:0.066	 phi:138.074
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.626	 y:0.274	 phi:134.355
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.828	 y:0.495	 phi:130.636
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.023	 y:0.723	 phi:132.035
INFO [HybridAStarPlan][2315] traj: [23]	 x:-2.830	 y:0.494	 phi:128.316
INFO [HybridAStarPlan][2315] traj: [24]	 x:-2.652	 y:0.252	 phi:124.597
INFO [HybridAStarPlan][2315] traj: [25]	 x:-2.489	 y:0.000	 phi:120.878
INFO [HybridAStarPlan][2315] traj: [26]	 x:-2.344	 y:-0.262	 phi:117.159
INFO [HybridAStarPlan][2315] traj: [27]	 x:-2.216	 y:-0.533	 phi:113.439
INFO [HybridAStarPlan][2315] traj: [28]	 x:-2.105	 y:-0.812	 phi:109.720
INFO [HybridAStarPlan][2315] traj: [29]	 x:-2.013	 y:-1.098	 phi:106.001
INFO [HybridAStarPlan][2315] traj: [30]	 x:-1.940	 y:-1.389	 phi:102.282
INFO [HybridAStarPlan][2315] traj: [31]	 x:-1.886	 y:-1.684	 phi:98.563
INFO [HybridAStarPlan][2315] traj: [32]	 x:-1.851	 y:-1.982	 phi:94.843
INFO [HybridAStarPlan][2315] traj: [33]	 x:-1.836	 y:-2.236	 phi:91.679

