Received data from command line argument, length: 863
<<<<<<<<<<<<<<<<  ID: 96dacd9af8bf  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.109, 1.723
INFO [ParseReceivedData][1875] oblslot[6]: 0.109, 0.723
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.723
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.666
INFO [ParseReceivedData][1875] oblslot[6]: 0.496, -2.666
INFO [ParseReceivedData][1875] oblslot[6]: 0.496, -3.166
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.697 -1.105 3.147
INFO [ParseReceivedData][1993] end: 1.086 -0.675 3.069
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.138ms
INFO [HybridAStarPlan][2231] 1_result: 1   (35)
INFO [HybridAStarPlan][2298] path send success 36
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.697	 y:-1.105	 phi:-179.696
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.397	 y:-1.105	 phi:179.589
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.097	 y:-1.101	 phi:178.873
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.797	 y:-1.093	 phi:178.158
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.497	 y:-1.082	 phi:177.442
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.197	 y:-1.067	 phi:176.726
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.898	 y:-1.048	 phi:176.011
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.599	 y:-1.025	 phi:175.295
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.300	 y:-0.998	 phi:174.580
INFO [HybridAStarPlan][2315] traj: [9]	 x:1.002	 y:-0.968	 phi:173.864
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.704	 y:-0.934	 phi:173.149
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.406	 y:-0.897	 phi:172.433
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.109	 y:-0.856	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.188	 y:-0.814	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.486	 y:-0.773	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.783	 y:-0.731	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.080	 y:-0.690	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.377	 y:-0.648	 phi:172.047
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.674	 y:-0.608	 phi:172.578
INFO [HybridAStarPlan][2315] traj: [19]	 x:-1.972	 y:-0.571	 phi:173.294
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.270	 y:-0.538	 phi:174.009
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.568	 y:-0.508	 phi:174.723
INFO [HybridAStarPlan][2315] traj: [22]	 x:-2.269	 y:-0.534	 phi:175.421
INFO [HybridAStarPlan][2315] traj: [23]	 x:-1.970	 y:-0.556	 phi:176.137
INFO [HybridAStarPlan][2315] traj: [24]	 x:-1.670	 y:-0.574	 phi:176.852
INFO [HybridAStarPlan][2315] traj: [25]	 x:-1.371	 y:-0.589	 phi:177.568
INFO [HybridAStarPlan][2315] traj: [26]	 x:-1.071	 y:-0.600	 phi:178.284
INFO [HybridAStarPlan][2315] traj: [27]	 x:-0.771	 y:-0.607	 phi:178.999
INFO [HybridAStarPlan][2315] traj: [28]	 x:-0.471	 y:-0.612	 phi:179.016
INFO [HybridAStarPlan][2315] traj: [29]	 x:-0.171	 y:-0.617	 phi:178.854
INFO [HybridAStarPlan][2315] traj: [30]	 x:0.129	 y:-0.625	 phi:178.138
INFO [HybridAStarPlan][2315] traj: [31]	 x:0.429	 y:-0.637	 phi:177.423
INFO [HybridAStarPlan][2315] traj: [32]	 x:0.728	 y:-0.652	 phi:176.707
INFO [HybridAStarPlan][2315] traj: [33]	 x:1.028	 y:-0.671	 phi:175.992
INFO [HybridAStarPlan][2315] traj: [34]	 x:1.086	 y:-0.675	 phi:175.852

