Received data from command line argument, length: 1344
<<<<<<<<<<<<<<<<  ID: d9355cca6697  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.562, 1.623
INFO [ParseReceivedData][1875] oblslot[6]: 0.562, 0.623
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.623
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.507
INFO [ParseReceivedData][1875] oblslot[6]: 1.523, -4.599
INFO [ParseReceivedData][1875] oblslot[6]: 1.523, -5.099
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.497 -1.135 3.161
INFO [ParseReceivedData][1993] end: 1.626 -1.024 3.030
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.112ms
INFO [HybridAStarPlan][2231] 1_result: 1   (27)
INFO [HybridAStarPlan][2298] path send success 28
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.497	 y:-1.135	 phi:-178.894
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.197	 y:-1.138	 phi:-179.609
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.897	 y:-1.139	 phi:179.675
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.597	 y:-1.135	 phi:178.960
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.297	 y:-1.128	 phi:178.244
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.997	 y:-1.117	 phi:177.529
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.697	 y:-1.102	 phi:176.813
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.398	 y:-1.083	 phi:176.098
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.099	 y:-1.061	 phi:175.382
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.800	 y:-1.035	 phi:174.666
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.501	 y:-1.005	 phi:173.951
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.203	 y:-0.973	 phi:173.776
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.095	 y:-0.940	 phi:173.776
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.393	 y:-0.908	 phi:173.776
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.692	 y:-0.875	 phi:173.776
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.990	 y:-0.843	 phi:174.221
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.288	 y:-0.815	 phi:174.935
INFO [HybridAStarPlan][2315] traj: [17]	 x:-0.989	 y:-0.840	 phi:175.633
INFO [HybridAStarPlan][2315] traj: [18]	 x:-0.690	 y:-0.861	 phi:176.332
INFO [HybridAStarPlan][2315] traj: [19]	 x:-0.391	 y:-0.878	 phi:177.030
INFO [HybridAStarPlan][2315] traj: [20]	 x:-0.091	 y:-0.892	 phi:177.592
INFO [HybridAStarPlan][2315] traj: [21]	 x:0.209	 y:-0.906	 phi:176.894
INFO [HybridAStarPlan][2315] traj: [22]	 x:0.508	 y:-0.924	 phi:176.196
INFO [HybridAStarPlan][2315] traj: [23]	 x:0.807	 y:-0.946	 phi:175.497
INFO [HybridAStarPlan][2315] traj: [24]	 x:1.106	 y:-0.972	 phi:174.799
INFO [HybridAStarPlan][2315] traj: [25]	 x:1.405	 y:-1.001	 phi:174.101
INFO [HybridAStarPlan][2315] traj: [26]	 x:1.626	 y:-1.024	 phi:173.583

