Received data from command line argument, length: 288
<<<<<<<<<<<<<<<<  ID: a2af4eb6cbe7  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -8  xmax: 4  ymin: -4  ymax: 8
INFO [ParseReceivedData][1841] radarnums: 2  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.034, 0.909
INFO [ParseReceivedData][1875] oblslot[6]: 0.034, -0.091
INFO [ParseReceivedData][1875] oblslot[6]: 5.351, -0.091
INFO [ParseReceivedData][1875] oblslot[6]: 5.351, -2.662
INFO [ParseReceivedData][1875] oblslot[6]: 0.162, -2.662
INFO [ParseReceivedData][1875] oblslot[6]: 0.162, -3.162
INFO [ParseReceivedData][1889] oblradar[2]: -6.350, 2.727
INFO [ParseReceivedData][1889] oblradar[2]: -6.350, 2.727
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.377 3.142
INFO [ParseReceivedData][1993] end: -3.258 -0.639 2.049
INFO [KeyNodeCheckValid][1105] false rs start
INFO [HybridAStarPlan][2220] -------------------0-------------------
INFO [GenerateDpMap][194] map explored node: 2115
INFO [Plan][681] map time: 38ms
INFO [Plan][746] explored_node_num:64
INFO [Plan][747] heuristic time is 0.982ms.
INFO [Plan][748] reed shepp time is 1.688ms.
INFO [Plan][749] total time: 44ms
INFO [HybridAStarPlan][2243] 2_result: 1   (36)
INFO [HybridAStarPlan][2298] path send success 38
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.377	 phi:180.001
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.377	 phi:-177.916
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.597	 y:-1.387	 phi:-178.589
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.297	 y:-1.395	 phi:-179.261
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.997	 y:-1.399	 phi:-179.934
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.697	 y:-1.399	 phi:176.347
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.398	 y:-1.380	 phi:175.674
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.099	 y:-1.357	 phi:175.001
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.800	 y:-1.331	 phi:-179.149
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.500	 y:-1.336	 phi:-179.822
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.200	 y:-1.337	 phi:-173.972
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.098	 y:-1.368	 phi:-168.122
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.394	 y:-1.420	 phi:-171.841
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.692	 y:-1.453	 phi:-175.560
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.992	 y:-1.467	 phi:-179.279
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.291	 y:-1.461	 phi:177.002
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.590	 y:-1.435	 phi:173.282
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.887	 y:-1.391	 phi:169.563
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.180	 y:-1.327	 phi:165.844
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.468	 y:-1.244	 phi:162.125
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.751	 y:-1.143	 phi:158.406
INFO [HybridAStarPlan][2315] traj: [21]	 x:-3.026	 y:-1.023	 phi:154.686
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.293	 y:-0.886	 phi:150.967
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.550	 y:-0.732	 phi:147.248
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.804	 y:-0.572	 phi:149.510
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.550	 y:-0.733	 phi:145.791
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.308	 y:-0.909	 phi:142.072
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.077	 y:-1.101	 phi:138.353
INFO [HybridAStarPlan][2315] traj: [28]	 x:-2.860	 y:-1.308	 phi:134.634
INFO [HybridAStarPlan][2315] traj: [29]	 x:-2.656	 y:-1.528	 phi:130.914
INFO [HybridAStarPlan][2315] traj: [30]	 x:-2.453	 y:-1.749	 phi:134.468
INFO [HybridAStarPlan][2315] traj: [31]	 x:-2.656	 y:-1.528	 phi:130.748
INFO [HybridAStarPlan][2315] traj: [32]	 x:-2.845	 y:-1.295	 phi:127.029
INFO [HybridAStarPlan][2315] traj: [33]	 x:-3.017	 y:-1.049	 phi:123.310
INFO [HybridAStarPlan][2315] traj: [34]	 x:-3.174	 y:-0.794	 phi:119.591
INFO [HybridAStarPlan][2315] traj: [35]	 x:-3.258	 y:-0.639	 phi:117.411

