Received data from command line argument, length: 750
<<<<<<<<<<<<<<<<  ID: 949443e59898  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 1
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 2  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -0.508, 0.934
INFO [ParseReceivedData][1875] oblslot[6]: -0.508, -0.066
INFO [ParseReceivedData][1875] oblslot[6]: 4.981, -0.066
INFO [ParseReceivedData][1875] oblslot[6]: 4.980, -3.496
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.496
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -3.996
INFO [ParseReceivedData][1889] oblradar[2]: -8.460, 1.117
INFO [ParseReceivedData][1889] oblradar[2]: -8.448, 0.188
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.546 3.142
INFO [ParseReceivedData][1993] end: -4.104 -1.195 2.570
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.015ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.441ms
INFO [HybridAStarPlan][2231] 1_result: 1   (26)
INFO [HybridAStarPlan][2298] path send success 26
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.546	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.556	 phi:-176.281
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.598	 y:-1.581	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.299	 y:-1.607	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.001	 y:-1.633	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.702	 y:-1.659	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.403	 y:-1.685	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.104	 y:-1.711	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.805	 y:-1.738	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.506	 y:-1.764	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.207	 y:-1.790	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.091	 y:-1.816	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.390	 y:-1.842	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.689	 y:-1.868	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.988	 y:-1.895	 phi:-174.998
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.287	 y:-1.920	 phi:-176.082
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.587	 y:-1.931	 phi:-179.801
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.887	 y:-1.922	 phi:176.480
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.185	 y:-1.894	 phi:172.761
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.481	 y:-1.846	 phi:169.042
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.774	 y:-1.780	 phi:165.323
INFO [HybridAStarPlan][2315] traj: [21]	 x:-3.061	 y:-1.694	 phi:161.603
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.343	 y:-1.591	 phi:157.884
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.617	 y:-1.469	 phi:154.165
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.882	 y:-1.329	 phi:150.446
INFO [HybridAStarPlan][2315] traj: [25]	 x:-4.104	 y:-1.195	 phi:147.227

