Received data from command line argument, length: 1628
<<<<<<<<<<<<<<<<  ID: 6a8271b3b419  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -6  xmax: 3  ymin: -8  ymax: 8
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 1.301, 2.724
INFO [ParseReceivedData][1875] oblslot[6]: 1.301, 0.724
INFO [ParseReceivedData][1875] oblslot[6]: 1.936, 0.700
INFO [ParseReceivedData][1875] oblslot[6]: 1.936, -6.395
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -6.395
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, -8.395
INFO [ParseReceivedData][1990] slot_type: 1
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 0.436 -4.797 1.571
INFO [ParseReceivedData][1993] end: -1.889 -2.587 1.584
INFO [HybridAStarPlan][2164] 0_start: 0.4357 -4.7970 1.5708
INFO [HybridAStarPlan][2212] 1_start: 0.4357 -4.7970 1.5708
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.6100ms
INFO [HybridAStarPlan][2231] 1_result: 1   (52)
INFO [HybridAStarPlan][2298] path send success 56
INFO [HybridAStarPlan][2315] traj: [0]	 x:0.436	 y:-4.697	 phi:90.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:0.436	 y:-4.797	 phi:90.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:0.436	 y:-4.697	 phi:90.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:0.436	 y:-4.797	 phi:90.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:0.429	 y:-4.497	 phi:92.719
INFO [HybridAStarPlan][2315] traj: [5]	 x:0.407	 y:-4.198	 phi:95.438
INFO [HybridAStarPlan][2315] traj: [6]	 x:0.372	 y:-3.900	 phi:98.157
INFO [HybridAStarPlan][2315] traj: [7]	 x:0.322	 y:-3.604	 phi:100.876
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.259	 y:-3.311	 phi:103.595
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.181	 y:-3.021	 phi:106.315
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.090	 y:-2.735	 phi:109.034
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.014	 y:-2.454	 phi:111.753
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.132	 y:-2.178	 phi:114.472
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.257	 y:-1.906	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.382	 y:-1.633	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.507	 y:-1.360	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [16]	 x:-0.632	 y:-1.087	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [17]	 x:-0.757	 y:-0.815	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [18]	 x:-0.882	 y:-0.542	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [19]	 x:-1.007	 y:-0.269	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [20]	 x:-1.132	 y:0.004	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [21]	 x:-1.257	 y:0.276	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [22]	 x:-1.382	 y:0.549	 phi:114.611
INFO [HybridAStarPlan][2315] traj: [23]	 x:-1.501	 y:0.824	 phi:112.109
INFO [HybridAStarPlan][2315] traj: [24]	 x:-1.607	 y:1.105	 phi:109.390
INFO [HybridAStarPlan][2315] traj: [25]	 x:-1.700	 y:1.390	 phi:106.671
INFO [HybridAStarPlan][2315] traj: [26]	 x:-1.779	 y:1.679	 phi:103.952
INFO [HybridAStarPlan][2315] traj: [27]	 x:-1.845	 y:1.972	 phi:101.233
INFO [HybridAStarPlan][2315] traj: [28]	 x:-1.896	 y:2.268	 phi:98.514
INFO [HybridAStarPlan][2315] traj: [29]	 x:-1.933	 y:2.565	 phi:95.795
INFO [HybridAStarPlan][2315] traj: [30]	 x:-1.957	 y:2.864	 phi:93.076
INFO [HybridAStarPlan][2315] traj: [31]	 x:-1.965	 y:3.119	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [32]	 x:-1.961	 y:2.820	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [33]	 x:-1.957	 y:2.520	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [34]	 x:-1.953	 y:2.220	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [35]	 x:-1.949	 y:1.920	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [36]	 x:-1.945	 y:1.620	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [37]	 x:-1.941	 y:1.320	 phi:90.762
INFO [HybridAStarPlan][2315] traj: [38]	 x:-1.937	 y:1.020	 phi:90.762
