Received data from command line argument, length: 766
<<<<<<<<<<<<<<<<  ID: 3801b56cfe6f  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 0
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -6  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 1.200
INFO [ParseReceivedData][1875] oblslot[6]: 0.200, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.200
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -2.577
INFO [ParseReceivedData][1875] oblslot[6]: 0.709, -2.577
INFO [ParseReceivedData][1875] oblslot[6]: 0.709, -3.077
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.197 -1.242 3.142
INFO [ParseReceivedData][1993] end: -2.098 -3.179 1.883
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.609ms
INFO [HybridAStarPlan][2231] 1_result: 1   (38)
INFO [HybridAStarPlan][2298] path send success 39
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.597	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.297	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.997	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.697	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.397	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.097	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.797	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.497	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.197	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.103	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.403	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.703	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [14]	 x:-1.003	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.303	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.603	 y:-1.242	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.903	 y:-1.241	 phi:179.084
INFO [HybridAStarPlan][2315] traj: [18]	 x:-2.203	 y:-1.227	 phi:175.365
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.501	 y:-1.193	 phi:171.646
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.796	 y:-1.140	 phi:167.927
INFO [HybridAStarPlan][2315] traj: [21]	 x:-3.087	 y:-1.068	 phi:164.208
INFO [HybridAStarPlan][2315] traj: [22]	 x:-3.373	 y:-0.977	 phi:160.488
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.652	 y:-0.867	 phi:156.769
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.924	 y:-0.740	 phi:153.050
INFO [HybridAStarPlan][2315] traj: [25]	 x:-4.187	 y:-0.596	 phi:150.029
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.932	 y:-0.754	 phi:146.310
INFO [HybridAStarPlan][2315] traj: [27]	 x:-3.688	 y:-0.928	 phi:142.591
INFO [HybridAStarPlan][2315] traj: [28]	 x:-3.456	 y:-1.118	 phi:138.871
INFO [HybridAStarPlan][2315] traj: [29]	 x:-3.236	 y:-1.323	 phi:135.152
INFO [HybridAStarPlan][2315] traj: [30]	 x:-3.030	 y:-1.541	 phi:131.433
INFO [HybridAStarPlan][2315] traj: [31]	 x:-2.839	 y:-1.772	 phi:127.714
INFO [HybridAStarPlan][2315] traj: [32]	 x:-2.664	 y:-2.015	 phi:123.995
INFO [HybridAStarPlan][2315] traj: [33]	 x:-2.504	 y:-2.269	 phi:120.275
INFO [HybridAStarPlan][2315] traj: [34]	 x:-2.361	 y:-2.533	 phi:116.556
INFO [HybridAStarPlan][2315] traj: [35]	 x:-2.236	 y:-2.806	 phi:112.837
INFO [HybridAStarPlan][2315] traj: [36]	 x:-2.129	 y:-3.086	 phi:109.118
INFO [HybridAStarPlan][2315] traj: [37]	 x:-2.098	 y:-3.179	 phi:107.900

