Received data from command line argument, length: 800
<<<<<<<<<<<<<<<<  ID: 2b40460f11e4  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.563, 1.956
INFO [ParseReceivedData][1875] oblslot[6]: 0.563, 0.956
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.956
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.626
INFO [ParseReceivedData][1875] oblslot[6]: 0.834, -4.626
INFO [ParseReceivedData][1875] oblslot[6]: 0.834, -5.126
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.691 -1.247 3.091
INFO [ParseReceivedData][1993] end: 0.055 -1.039 3.254
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.223ms
INFO [HybridAStarPlan][2231] 1_result: 1   (29)
INFO [HybridAStarPlan][2298] path send success 30
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.691	 y:-1.247	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.391	 y:-1.232	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.092	 y:-1.217	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.792	 y:-1.202	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.492	 y:-1.187	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.193	 y:-1.172	 phi:177.119
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.893	 y:-1.157	 phi:177.149
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.593	 y:-1.144	 phi:177.847
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.294	 y:-1.134	 phi:178.545
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.994	 y:-1.129	 phi:179.244
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.694	 y:-1.127	 phi:179.942
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.394	 y:-1.128	 phi:-179.360
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.094	 y:-1.133	 phi:-178.662
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.206	 y:-1.142	 phi:-177.964
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.506	 y:-1.155	 phi:-177.266
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.806	 y:-1.171	 phi:-176.568
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.105	 y:-1.190	 phi:-175.870
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.404	 y:-1.214	 phi:-175.172
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.703	 y:-1.241	 phi:-174.474
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.001	 y:-1.272	 phi:-173.776
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.299	 y:-1.305	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.001	 y:-1.272	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [22]	 x:-1.703	 y:-1.238	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [23]	 x:-1.405	 y:-1.204	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [24]	 x:-1.107	 y:-1.170	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [25]	 x:-0.809	 y:-1.137	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [26]	 x:-0.511	 y:-1.103	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [27]	 x:-0.213	 y:-1.069	 phi:-173.554
INFO [HybridAStarPlan][2315] traj: [28]	 x:0.055	 y:-1.039	 phi:-173.554

