Received data from command line argument, length: 664
<<<<<<<<<<<<<<<<  ID: 384f80677da6  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: -0.502, 0.609
INFO [ParseReceivedData][1875] oblslot[6]: -0.502, -0.391
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -0.391
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -3.486
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -3.486
INFO [ParseReceivedData][1875] oblslot[6]: 1.500, -3.986
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 1
INFO [ParseReceivedData][1992] start: 3.197 -1.787 3.142
INFO [ParseReceivedData][1993] end: -4.098 0.743 2.525
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [OneCircleToEndPosLineCalTraj][1534] CE cal time: 0.015ms
INFO [HybridAStarPlan][2225] 0_result: 0   (0)
INFO [RSCurveQuickCalTraj][1197] RS cal time: 0.554ms
INFO [HybridAStarPlan][2231] 1_result: 1   (28)
INFO [HybridAStarPlan][2298] path send success 28
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.197	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [1]	 x:2.897	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [2]	 x:2.597	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.297	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [4]	 x:1.997	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [5]	 x:1.697	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.397	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.097	 y:-1.787	 phi:-180.000
INFO [HybridAStarPlan][2315] traj: [8]	 x:0.797	 y:-1.787	 phi:179.332
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.497	 y:-1.773	 phi:175.355
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.199	 y:-1.738	 phi:171.378
INFO [HybridAStarPlan][2315] traj: [11]	 x:-0.095	 y:-1.683	 phi:167.400
INFO [HybridAStarPlan][2315] traj: [12]	 x:-0.386	 y:-1.607	 phi:163.423
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.670	 y:-1.512	 phi:159.445
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.947	 y:-1.397	 phi:155.468
INFO [HybridAStarPlan][2315] traj: [15]	 x:-1.215	 y:-1.263	 phi:151.491
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.474	 y:-1.111	 phi:147.513
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.722	 y:-0.942	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.966	 y:-0.768	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [19]	 x:-2.211	 y:-0.595	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.456	 y:-0.421	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.701	 y:-0.248	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [22]	 x:-2.945	 y:-0.074	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.190	 y:0.099	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [24]	 x:-3.435	 y:0.273	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [25]	 x:-3.680	 y:0.446	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [26]	 x:-3.924	 y:0.620	 phi:144.672
INFO [HybridAStarPlan][2315] traj: [27]	 x:-4.098	 y:0.743	 phi:144.672

