Received data from command line argument, length: 1338
<<<<<<<<<<<<<<<<  ID: 73571b41cc42  <<<<<<<<<<<<<<<<
INFO [ParseReceivedData][1838] plan_cnt: 2
INFO [ParseReceivedData][1840] xybounds: xmin: -9  xmax: 5  ymin: -5  ymax: 9
INFO [ParseReceivedData][1841] radarnums: 0  sidenums:0
INFO [ParseReceivedData][1842] endpos_correct_flag: 0
INFO [ParseReceivedData][1875] oblslot[6]: 0.286, 1.282
INFO [ParseReceivedData][1875] oblslot[6]: 0.286, 0.282
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, 0.282
INFO [ParseReceivedData][1875] oblslot[6]: 4.960, -4.728
INFO [ParseReceivedData][1875] oblslot[6]: 0.561, -4.728
INFO [ParseReceivedData][1875] oblslot[6]: 0.561, -5.228
INFO [ParseReceivedData][1990] slot_type: 2
INFO [ParseReceivedData][1991] target_dir: 0
INFO [ParseReceivedData][1992] start: 3.697 -1.180 3.131
INFO [ParseReceivedData][1993] end: 0.050 -0.986 3.306
INFO [HybridAStarPlan][2220] -------------------1-------------------
INFO [RSCurveQuickCalTraj][1197] RS cal time: 1.358ms
INFO [HybridAStarPlan][2231] 1_result: 1   (35)
INFO [HybridAStarPlan][2298] path send success 36
INFO [HybridAStarPlan][2315] traj: [0]	 x:3.697	 y:-1.180	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [1]	 x:3.397	 y:-1.176	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [2]	 x:3.097	 y:-1.173	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [3]	 x:2.797	 y:-1.170	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [4]	 x:2.497	 y:-1.167	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [5]	 x:2.197	 y:-1.164	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [6]	 x:1.897	 y:-1.161	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [7]	 x:1.597	 y:-1.158	 phi:179.399
INFO [HybridAStarPlan][2315] traj: [8]	 x:1.297	 y:-1.154	 phi:179.472
INFO [HybridAStarPlan][2315] traj: [9]	 x:0.997	 y:-1.154	 phi:-179.830
INFO [HybridAStarPlan][2315] traj: [10]	 x:0.697	 y:-1.156	 phi:-179.132
INFO [HybridAStarPlan][2315] traj: [11]	 x:0.397	 y:-1.163	 phi:-178.434
INFO [HybridAStarPlan][2315] traj: [12]	 x:0.097	 y:-1.173	 phi:-177.735
INFO [HybridAStarPlan][2315] traj: [13]	 x:-0.203	 y:-1.186	 phi:-177.037
INFO [HybridAStarPlan][2315] traj: [14]	 x:-0.502	 y:-1.204	 phi:-176.339
INFO [HybridAStarPlan][2315] traj: [15]	 x:-0.801	 y:-1.225	 phi:-175.641
INFO [HybridAStarPlan][2315] traj: [16]	 x:-1.100	 y:-1.249	 phi:-174.943
INFO [HybridAStarPlan][2315] traj: [17]	 x:-1.399	 y:-1.278	 phi:-174.245
INFO [HybridAStarPlan][2315] traj: [18]	 x:-1.697	 y:-1.309	 phi:-173.547
INFO [HybridAStarPlan][2315] traj: [19]	 x:-1.995	 y:-1.345	 phi:-172.849
INFO [HybridAStarPlan][2315] traj: [20]	 x:-2.293	 y:-1.384	 phi:-172.151
INFO [HybridAStarPlan][2315] traj: [21]	 x:-2.590	 y:-1.427	 phi:-171.452
INFO [HybridAStarPlan][2315] traj: [22]	 x:-2.886	 y:-1.473	 phi:-170.754
INFO [HybridAStarPlan][2315] traj: [23]	 x:-3.182	 y:-1.522	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [24]	 x:-2.886	 y:-1.473	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [25]	 x:-2.590	 y:-1.424	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [26]	 x:-2.294	 y:-1.375	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [27]	 x:-1.998	 y:-1.326	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [28]	 x:-1.702	 y:-1.277	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [29]	 x:-1.406	 y:-1.228	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [30]	 x:-1.110	 y:-1.178	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [31]	 x:-0.814	 y:-1.129	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [32]	 x:-0.518	 y:-1.080	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [33]	 x:-0.223	 y:-1.031	 phi:-170.575
INFO [HybridAStarPlan][2315] traj: [34]	 x:0.050	 y:-0.986	 phi:-170.575

